//2目标+新拥挤-all
	16.6	40	41.74	29	
	24.1	45	41.64	29	
	28	45	40.54	13	
	32.1	45	40.28	13	
	34.2	50	39.76	13	
	35.7	50	38.62	13	
	36.7	50	38.1	13	
	36.9	50	35.6	13	
	38.1	50	35.5	13	
	37.6	50	32.82	13	
	36.7	55	28.58	13	
	37.7	55	27.46	13	
	37.6	55	25.6	13	
	37	55	22.26	13	
	37.2	55	21.3	13	
	37.7	60	19.02	13	
	39.9	60	19.98	13	
	39.7	60	18.44	0	
	39.3	60	17.86	0	
	38.2	60	15.74	0	
	42.5	60	17.52	0	
	44.4	60	15.8	0	
	47.1	60	17.26	0	
	48.6	60	15.86	0	
	48.9	60	10.02	0	
	47.9	60	5.26	0	
	51.1	65	6.84	0	
	51.9	65	7.1	0	
	52	65	4.72	0	
	53.6	65	5.24	0	
	54	65	4.02	0	
	53.9	65	3.76	0	
	54	65	3.5	0	
	53.7	65	2.98	0	
	53.8	65	2.98	0	
	54.1	65	2.98	0	
	53.9	65	1.94	0	
	54.5	65	1.94	0	
	55.5	65	1.52	0	
	55.2	65	0.26	0	
	55.2	65	0.26	0	
	55.2	65	0.26	0	
	55.2	65	0.16	0	
	55.2	65	0.16	0	
	55.2	65	0.16	0	
	55.2	65	0.16	0	
	55.2	65	0.16	0	
	55.2	65	0.16	0	
	55.2	65	0.16	0	
	55.2	65	0.16	0	
	55.2	65	0.16	0	
	55.2	65	0.16	0	
	55.4	65	0.74	0	
	55.5	65	0.42	0	
	55.6	65	0.68	0	
	55.7	65	0.94	0	
	55.7	65	0.32	0	
	55.8	65	0.32	0	
	55.9	65	0.48	0	
	56.1	65	0.64	0	
	56.1	65	0.64	0	
	56.3	65	0.64	0	
	56.7	65	0.64	0	
	56.9	65	0.8	0	
	57.5	65	1.6	0	
	58	65	1.6	0	
	58.6	65	1.44	0	
	59.2	65	1.44	0	
	59.9	65	1.44	0	
	60.7	65	0.8	0	
	60.7	65	0.32	0	
	61	65	0.32	0	
	61.3	65	0.48	0	
	61.7	65	0.32	0	
	62.2	65	0.32	0	
	62.9	65	0.32	0	
	63.7	65	0.32	0	
	65	65	0	0	
	65.1	70	0.16	0	
	65.1	70	0.16	0	
	65.1	70	0.16	0	
	65.2	70	0.32	0	
	65.2	70	0.32	0	
	65.2	70	0.32	0	
	65.2	70	0.32	0	
	65.2	70	0.32	0	
	65.3	70	0.32	0	
	65.3	70	0.32	0	
	65.3	70	0.32	0	
	65.5	70	0.32	0	
	65.6	70	0.32	0	
	65.7	70	0.32	0	
	66	70	0.32	0	
	66.3	70	0.8	0	
	66.6	70	0.96	0	
	66.8	70	0.8	0	
	66.8	70	0.48	0	
	67.2	70	0.32	0	
	67.6	70	0.32	0	
	68.6	70	0.32	0	
	70	70	0	0	


start:
	0.550694	0.223843	300	300	
	0.395315	0.210185	300	300	
	0.315931	0.125926	300	300	
	0.290315	0.125926	300	300	
	0.259157	0.0791667	300	300	
	0.236514	0.0791667	300	300	
	0.21281	0.00300926	300	300	
	0.188972	0.00300926	300	300	
	0.171324	0.00300926	300	300	
	0.157694	0.00300926	300	300	
	0.139042	0.00300926	300	300	
	0.124843	0.00300926	300	300	
	0.112259	0.01875	300	300	
	0.0993657	0.01875	300	300	
	0.0927824	0.01875	300	300	
	0.0832222	0.03125	300	300	
	0.0762361	0.03125	300	300	
	0.0652315	0.03125	300	300	
	0.0482917	0.03125	300	300	
	0.0413796	0.03125	300	300	
	0.0234306	0.03125	300	300	
	0.00441204	0.03125	300	300	
	0.0114306	0.03125	300	300	
	0.021125	0.03125	300	300	
	0.022375	0.03125	300	300	
	0.023875	0.03125	300	300	
	0.02575	0.04375	300	300	
	0.027375	0.04375	300	300	
	0.02825	0.04375	300	300	
	0.029125	0.04375	300	300	
	0.030875	0.04375	300	300	
	0.033	0.05	300	300	
	0.035	0.05	300	300	
	0.036125	0.05	300	300	
	0.03775	0.05	300	300	
	0.0389398	0.05	300	300	
	0.04125	0.05625	300	300	
	0.042	0.05625	300	300	
	0.043375	0.06875	300	300	
	0.04475	0.06875	300	300	
	0.045875	0.06875	300	300	
	0.046	0.06875	300	300	
	0.046625	0.06875	300	300	
	0.047625	0.06875	300	300	
	0.048375	0.06875	300	300	
	0.0495	0.06875	300	300	
	0.05175	0.06875	300	300	
	0.054625	0.06875	300	300	
	0.05575	0.06875	300	300	
	0.057125	0.075	300	300	
	0.057875	0.075	300	300	
	0.060375	0.075	300	300	
	0.061375	0.075	300	300	
	0.0635324	0.08125	300	300	
	0.0646574	0.08125	300	300	
	0.0660324	0.08125	300	300	
	0.068125	0.09375	300	300	
	0.068875	0.09375	300	300	
	0.07025	0.09375	300	300	
	0.071375	0.09375	300	300	
