	0.603866	0.208333	300	300	
	0.426125	0.185185	300	300	
	0.351704	0.153935	300	300	
	0.31137	0.129167	300	300	
	0.27794	0.0340278	300	300	
	0.23456	0.0340278	300	300	
	0.223732	0.0340278	300	300	
	0.205074	0.0340278	300	300	
	0.179736	0.0340278	300	300	
	0.156014	0.0340278	300	300	
	0.138824	0.0340278	300	300	
	0.127347	0.0340278	300	300	
	0.11813	0.03125	300	300	
	0.112236	0.03125	300	300	
	0.105931	0.03125	300	300	
	0.0961111	0.03125	300	300	
	0.0856158	0.03125	300	300	
	0.0676806	0.03125	300	300	
	0.0486481	0.0439815	300	300	
	0.0358889	0.0439815	300	300	
	0.0232037	0.0439815	300	300	
	0.00411575	0.0439815	300	300	
	0.0120046	0.0439815	300	300	
	0.0272685	0.0439815	300	300	
	0.0341296	0.05	300	300	
	0.0376296	0.0625	300	300	
	0.0406296	0.0625	300	300	
	0.0430046	0.0625	300	300	
	0.0453796	0.075	300	300	
	0.0481297	0.075	300	300	
	0.0497593	0.075	300	300	
	0.0540093	0.0875	300	300	
	0.0566343	0.0875	300	300	
	0.061375	0.0875	300	300	

	0.516514	0.0219907	300	300	
	0.386588	0.0219907	300	300	
	0.321847	0.0219907	300	300	
	0.271454	0.0641204	300	300	
	0.244199	0.0641204	300	300	
	0.208505	0.0641204	300	300	
	0.180468	0.0641204	300	300	
	0.154199	0.0641204	300	300	
	0.118681	0.0641204	300	300	
	0.102764	0.0641204	300	300	
	0.0890926	0.0641204	300	300	
	0.0660093	0.0641204	300	300	
	0.0480833	0.0641204	300	300	
	0.0292315	0.0641204	300	300	
	0.0161065	0.0641204	300	300	
	0.00808333	0.0641204	300	300	
	0.00336573	0.0641204	300	300	
	0.0193518	0.0641204	300	300	
	0.0314722	0.0641204	300	300	
	0.0337824	0.0641204	300	300	
	0.0365324	0.0641204	300	300	
	0.0381574	0.0641204	300	300	
	0.0406574	0.0641204	300	300	
	0.0426574	0.0641204	300	300	
	0.0441574	0.0641204	300	300	
	0.0467824	0.0641204	300	300	
	0.0479074	0.0641204	300	300	
	0.0496574	0.0641204	300	300	
	0.0512824	0.075	300	300	

	0.546958	0.252083	300	300	
	0.434778	0.236343	300	300	
	0.391667	0.236343	300	300	
	0.332482	0.0729167	300	300	
	0.302856	0.0729167	300	300	
	0.273352	0.0729167	300	300	
	0.246838	0.0729167	300	300	
	0.227745	0.0729167	300	300	
	0.206671	0.0729167	300	300	
	0.179588	0.0668982	300	300	
	0.165644	0.0668982	300	300	
	0.137745	0.0668982	300	300	
	0.116148	0.00300926	300	300	
	0.111847	0.00300926	300	300	
	0.107134	0.00300926	300	300	
	0.102236	0.00300926	300	300	
	0.0927732	0.0157407	300	300	
	0.0857963	0.0157407	300	300	
	0.0807037	0.0157407	300	300	
	0.0712129	0.0625	300	300	
	0.0671528	0.0625	300	300	
	0.0599213	0.0625	300	300	
	0.0451204	0.0625	300	300	
	0.0321528	0.0625	300	300	
	0.0268102	0.0625	300	300	
	0.0184861	0.0625	300	300	
	0.0089537	0.0625	300	300	
