//3目标-all

start:
	90.3	165	179.36	45	300	300	
	95	165	149.44	45	300	300	
	97.9	165	143.64	45	300	300	
	100.4	165	138.02	45	300	300	
	95.7	165	125.68	45	300	300	
	97.3	175	119.72	16	300	300	
	98.5	175	115.86	16	300	300	
	93.2	175	103.58	16	300	300	
	93.8	175	99.56	16	300	300	
	87.1	175	88.62	16	300	300	
	79.8	175	75.28	16	300	300	
	84	175	76.98	0	300	300	
	89.7	195	81.8	0	300	300	
	86	195	73.52	0	300	300	
	89.9	195	75.74	0	300	300	
	92.8	195	74.12	0	300	300	
	100.1	195	79.16	0	300	300	
	100.3	195	78.2	0	300	300	
	106.5	195	81.88	0	300	300	
	108.7	195	85.1	0	300	300	
	113.3	195	87.76	0	300	300	
	110.9	195	83.52	0	300	300	
	114.2	215	85	0	300	300	
	112.3	215	80.34	0	300	300	
	103.2	215	68.98	0	300	300	
	111.2	215	75.58	0	300	300	
	116.4	215	77.86	0	300	300	
	116.6	215	77.54	0	300	300	
	125.2	215	85.76	0	300	300	
	122.8	215	81.1	0	300	300	
	122.5	215	78.4	0	300	300	
	120.5	215	74.78	0	300	300	
	124.8	215	79.44	0	300	300	
	124.3	215	77.54	0	300	300	
	128.3	215	79.3	0	300	300	
	133.4	215	82.66	0	300	300	
	131.3	215	80.06	0	300	300	
	133.1	215	82.4	0	300	300	
	135.8	215	84.84	0	300	300	
	133.1	215	81.7	0	300	300	
	129.2	215	77.56	0	300	300	
	134	215	81.22	0	300	300	
	142.2	215	87.5	0	300	300	
	144.6	215	90.36	0	300	300	
	142.9	215	86.44	0	300	300	
	142.5	215	86.02	0	300	300	
	145.9	215	89.9	0	300	300	
	143.5	215	87.4	0	300	300	
	143.2	215	86.44	0	300	300	
	146.3	220	90.16	0	300	300	
	148.9	220	93.3	0	300	300	
	151.9	220	96.68	0	300	300	
	148.5	220	91.38	0	300	300	
	147.7	220	88.84	0	300	300	
	150.7	220	89.76	0	300	300	
	149.8	220	88.64	0	300	300	
	152	220	90.5	0	300	300	
	149.9	220	86.94	0	300	300	
	151.7	220	90.02	0	300	300	
	154.7	220	92.4	0	300	300	
	154.6	220	92.34	0	300	300	
	155.8	220	92.98	0	300	300	
	154.8	220	90.16	0	300	300	
	156.8	220	92.44	0	300	300	
	154.3	220	89.04	0	300	300	
	151.5	220	84.68	0	300	300	
	154.7	220	89.24	0	300	300	
	153.4	220	87.8	0	300	300	
	153.5	220	87.22	0	300	300	
	153.2	220	86.44	0	300	300	
	153.5	220	86.02	0	300	300	
	153.5	220	85.58	0	300	300	
	146.3	220	74.62	0	300	300	
	146.4	220	74.62	0	300	300	
	142.2	220	69.28	0	300	300	
	142.2	220	69.28	0	300	300	
	139.7	220	66.4	0	300	300	
	140.5	220	66.7	0	300	300	
	137.8	220	62.5	0	300	300	
	137.8	220	62.5	0	300	300	
	139.9	220	65.1	0	300	300	
	136.2	220	58.98	0	300	300	
	134.7	220	57.28	0	300	300	
	132.3	220	55.26	0	300	300	
	132.6	220	55.58	0	300	300	
	128	220	51.02	0	300	300	
	128.6	220	52.02	0	300	300	
	124.8	220	48.46	0	300	300	
	124.9	220	48.3	0	300	300	
	122.5	220	45.38	0	300	300	
	119.5	220	39.86	0	300	300	
	114.7	220	34.86	0	300	300	
	113.5	220	34.22	0	300	300	
	113.6	220	34.22	0	300	300	
	126.2	220	45.42	0	300	300	
	133.6	220	53.82	0	300	300	
	135.3	220	54.3	0	300	300	
	138	220	54.94	0	300	300	
	143	220	58.34	0	300	300	
	149.6	220	65.14	0	300	300	
	150	220	66.2	0	300	300	

	137.2	180	198.14	103	300	300	
	140	180	174.26	93	300	300	
	139.8	195	161.92	93	300	300	
	138.6	195	151.2	93	300	300	
	141.4	195	145.26	90	300	300	
	142	195	141.46	90	300	300	
	147.5	195	137.88	77	300	300	
	147.5	195	133.16	77	300	300	
	143.2	195	126.38	61	300	300	
	140.8	195	123.56	61	300	300	
	141.1	195	123.18	61	300	300	
	140.7	195	121.86	48	300	300	
	138.9	195	121.56	48	300	300	
	140.5	195	118.34	32	300	300	
	143.2	195	115.48	32	300	300	
	145.1	195	116.7	32	300	300	
	146.2	195	115.72	32	300	300	
	147.4	195	116.8	32	300	300	
	145.9	195	113.56	24	300	300	
	142	195	106.18	24	300	300	
	137	195	100.34	16	300	300	
	135.6	195	97.8	16	300	300	
	139.4	195	99.72	16	300	300	
	142.1	195	100.56	16	300	300	
	141.8	195	96.38	16	300	300	
	137.5	195	91.74	16	300	300	
	137.6	195	87.56	16	300	300	
	137.4	195	85.58	16	300	300	
	142.2	195	87.48	16	300	300	
	143.5	195	88.28	16	300	300	
	144.2	195	87.92	16	300	300	
	142.4	195	84.32	16	300	300	
	143.4	195	83.42	16	300	300	
	144.2	195	80.64	8	300	300	
	145.7	195	80.44	8	300	300	
	146.9	195	80.06	8	300	300	
	146	195	79.48	8	300	300	
	145.7	195	77.3	8	300	300	
	145.3	195	75.3	8	300	300	
	144.8	195	74.4	8	300	300	
	140.2	195	66.84	8	300	300	
	144.1	200	69.64	8	300	300	
	145.2	200	70.1	8	300	300	
	144.7	200	68.26	8	300	300	
	146.2	200	71.26	8	300	300	
	148.5	200	72	8	300	300	
	149.5	200	72.58	8	300	300	
