//3目标+新拥挤-priori


start:
	92.7	180	174.84	16	300	300	
	100.6	180	154.5	16	300	300	
	101.4	180	142.28	16	300	300	
	100.9	180	133.34	16	300	300	
	95.7	180	122.24	16	300	300	
	101.7	180	122.72	16	300	300	
	118	215	123.86	16	300	300	
	120.6	215	122.2	16	300	300	
	125.3	215	120.1	16	300	300	
	129.2	215	124.72	16	300	300	
	130.1	215	122.4	16	300	300	
	125.6	215	116.72	16	300	300	
	143.9	220	114.56	16	300	300	
	149.1	220	116.26	16	300	300	
	154.1	220	115.24	16	300	300	
	165.9	220	124.94	16	300	300	
	170.9	245	128.74	16	300	300	
	173.7	245	133.56	16	300	300	
	189.2	255	121.26	16	300	300	
	183.9	255	105.8	16	300	300	
	199	265	97.98	16	300	300	
	211.5	265	94.4	16	300	300	
	215.9	265	84.82	16	300	300	
	217.2	265	74.9	0	300	300	
	228.1	280	75.9	0	300	300	
	228.3	280	63.12	0	300	300	
	231.2	280	57.08	0	300	300	
	234	280	55.74	0	300	300	
	239.1	285	53.76	0	300	300	
	245.9	290	58.16	0	300	300	
	247.4	300	47.8	0	300	300	
	244.9	300	40.12	0	300	300	
	258	305	50.38	0	300	300	
	264.3	305	51.06	0	300	300	
	266.5	305	47.02	0	300	300	
	263.2	305	31.52	0	300	300	
	270.5	305	32.28	0	300	300	
	272.7	305	26.7	0	300	300	
	273.3	305	23.6	0	300	300	
	277.5	310	28.62	0	300	300	
	277.9	310	24.78	0	300	300	
	282.4	310	28.34	0	300	300	
	283.6	310	24.44	0	300	300	
	286.3	310	28.44	0	300	300	
	289.7	315	30.72	0	300	300	
	293.5	315	35.6	0	300	300	
	293.6	315	33.1	0	300	300	
	291.7	315	28.26	0	300	300	
	295.1	315	30.02	0	300	300	
	294.4	315	28.1	0	300	300	
	295.6	315	29.48	0	300	300	
	295.9	315	28.52	0	300	300	
	295.4	315	26.4	0	300	300	
	294.1	315	22.76	0	300	300	
	292.8	315	17.08	0	300	300	
	291.6	315	14.42	0	300	300	
	291	320	13.1	0	300	300	
	290.3	320	11.56	0	300	300	
	293.6	320	16.08	0	300	300	
	296.9	320	20.02	0	300	300	
	296.4	320	16.78	0	300	300	
	295	320	13.48	0	300	300	
	295	320	12.68	0	300	300	
	295.6	320	12.52	0	300	300	
	292.7	320	7.78	0	300	300	
	293.3	320	8.68	0	300	300	
	294.3	320	8.1	0	300	300	
	297.1	320	11.08	0	300	300	
	298.3	320	10.76	0	300	300	
	297.9	320	9.22	0	300	300	
	299.8	320	12.2	0	300	300	
	301.5	320	14.38	0	300	300	
	306.9	325	21.88	0	300	300	
	307.8	325	19.06	0	300	300	
	309.7	325	21.24	0	300	300	
	312.5	325	23.96	0	300	300	
	313.2	325	21.24	0	300	300	
	314.6	325	21.28	0	300	300	
	313.8	325	13.42	0	300	300	
	314.8	325	12.4	0	300	300	
	315	325	9.46	0	300	300	
	315.3	325	7.7	0	300	300	
	316.3	325	8.18	0	300	300	
	317.2	325	9.24	0	300	300	
	317.8	325	8.22	0	300	300	
	318.1	325	8.06	0	300	300	
	318.5	325	8.96	0	300	300	
	318.9	325	8.96	0	300	300	
